oracle,nasdaq,capex,europe,oil
-0.02425797890184702,-0.01428104272151376,-0.00867192632220697,-0.0020240779363068784,0.017219177749178805
-0.03220122183911085,-0.015076607984928048,-0.01867506357236559,-0.004149863211862503,0.03053314876016011
-0.04170978020198157,-0.01589159168749088,-0.022361156962284356,-0.007498575140688746,-0.028400345278711825
-0.027176739488815826,0.021766116022293724,-0.005183937138791728,0.01226854289536261,0.004108047365652956
-0.0024009676743728557,0.00900773237403718,0.005586566466749843,0.010104338534942858,0.01274589115681124
0.008548838579759521,-0.005860887013236171,0.009686535404866903,-0.001972221120857931,-0.006215064047320307
0.015478600967780731,-0.0015582748902752686,0.018108774407015193,-0.001888508095561403,0.010475268582484487
0.02850837299740381,-0.020346429175938763,0.017488227239033427,-0.00403438526894806,-0.02769607267367502
0.02389553606160739,-0.0022339307336266545,-0.002673842635514334,-0.0043351856963158575,0.0007956594038691644
-0.0030932163529501454,0.001406457699069552,-0.005305067776975458,0.007187000857347359,-0.008904397583535784
-0.004450353317290867,0.007761849757584871,-0.0004718770539974271,0.013537371108420349,0.04588481511846543
-0.0005616745809375656,-0.0031160033782383634,-0.0021587811415757054,-0.00716817088919397,0.01902128880703846
-0.01050503288792166,0.008964522328127167,0.003157694293614388,0.01183076496873281,-0.0006021513675084078
-0.024326663568905182,-0.011308222762413167,0.009399000765748844,-0.0028362840163947967,-0.0012050283444823284
-0.009784871403546069,0.01044801963062758,0.008393238096739286,0.00043837273230562523,-0.010254868499654402
-0.010247603225247537,0.012613909684129787,0.00794912696367207,0.009273080740431983,-0.0031997423931283686
-0.0074487393633209335,-0.011821798206745227,-0.002878015434119874,-0.0019049338054485387,-0.0032100136097579224
-0.003173180608147752,-0.00918639842420832,-0.013250929235255882,-0.003757149508177182,0.027756442018180172
0.011266275672819126,0.0035577769115684443,-0.009102726681855744,-0.024677396363701143,0.06281717285497268
0.00410862331100772,-0.010205782982251166,-0.013123379456390149,-0.03594499835375442,0.046749881296137996
0.0062234249983967645,0.012914465789047869,-0.012612539723702932,0.017185478485983285,0.0013412836211137424
0.006127200784440246,-0.0025645197616256388,-0.0013724899530485723,-0.014994206415293032,0.0850522121973023
0.010295893972766002,-0.015882487229215148,0.0009351755751392466,-0.010892517908137389,0.12208368261757263
0.003169593630506018,0.01376960612055389,0.0003966428260505195,-0.006066488509183787,0.04257420299476822
0.0006408478587250688,5.0687046129427316e-05,0.00538135056493716,0.026730760807297527,-0.11944708342091537
0.014497885347891648,0.0008384881913343634,0.0034347959400303552,-0.007279168957291859,0.045536287486201754
0.0064660984357680865,-0.0177913392525737,-3.078436998649181e-08,-0.00790208219840649,0.09719201555224743
0.003741352904746598,-0.009260544757082045,0.002865511236176377,-0.005615044412020098,0.031129171869220817
0.0066807999757196425,0.012160865966468926,0.0007284887579080968,0.003918389199100147,-0.0527808644797384
0.007889821443296308,0.0047084477608292374,-0.003001063613702737,0.005269242536600993,0.018181785542697115
